code|text
1161753|streptokinase Injectable Product
1161754|streptomycin Injectable Product
1161757|streptozocin Injectable Product
1161758|strontium Oral Product
1161759|strontium Pill
1161760|strychnine Oral Product
1161761|strychnine Pill
1161762|succimer Oral Product
1161763|succimer Pill
1161764|succinylcholine Injectable Product
1161767|sucralfate Oral Liquid Product
1161768|sucralfate Oral Product
1161769|sucralfate Pill
1161770|vitamin E Topical Product
1161771|vitamin K1 Injectable Product
1161772|vitamin K1 Oral Product
1161773|vitamin K1 Pill
1161779|vitamin K Oral Product
1161780|vitamin K Pill
1161781|vorinostat Oral Product
1161782|vorinostat Pill
1161783|wasp venom protein Injectable Product
1161785|wheat dextrin Oral Product
1161786|wheat dextrin Pill
1161789|warfarin Injectable Product
1161790|warfarin Oral Product
1161791|warfarin Pill
1161792|water Inhalant Product
1161794|water Irrigation Product
1161795|water Ophthalmic Product
1161799|wheat germ oil Pill
1161807|witch hazel Medicated Pad or Tape
1161817|bismuth subcitrate / metronidazole / tetracycline Oral Product
1161818|bismuth subcitrate / metronidazole / tetracycline Pill
1161820|bismuth subcitrate Oral Product
1161821|bismuth subcitrate Pill
1161828|bismuth subgallate Oral Product
1161829|bismuth subgallate Pill
1161838|bismuth subsalicylate Oral Liquid Product
1161839|bismuth subsalicylate Oral Product
1161840|bismuth subsalicylate Pill
1161844|bivalirudin Injectable Product
1161850|chlophedianol / pseudoephedrine Oral Liquid Product
1161851|chlophedianol / pseudoephedrine Oral Product
1161854|chlophedianol / dexbrompheniramine / phenylephrine Oral Liquid Product
1161855|chlophedianol / dexbrompheniramine / phenylephrine Oral Product
1161856|chlophedianol / dexchlorpheniramine / pseudoephedrine Oral Liquid Product
1161857|chlophedianol / dexchlorpheniramine / pseudoephedrine Oral Product
1161864|chlorcyclizine / codeine / pseudoephedrine Oral Liquid Product
1161865|chlorcyclizine / codeine / pseudoephedrine Oral Product
1161868|chlorcyclizine / hydrocortisone Topical Product
1161870|chlorcyclizine / pseudoephedrine Oral Product
1161871|chlorcyclizine / pseudoephedrine Pill
1161880|chlorophyllin copper complex / papain / urea Topical Product
1161883|chlorophyllin copper complex Oral Product
1161885|emtricitabine / tenofovir disoproxil Oral Product
1161886|emtricitabine / tenofovir disoproxil Pill
1161887|emtricitabine Oral Liquid Product
1161888|emtricitabine Oral Product
1161889|emtricitabine Pill
1161890|enfuvirtide Injectable Product
1161891|enrofloxacin / silver sulfadiazine Otic Product
1161892|enrofloxacin Injectable Product
1161893|enrofloxacin Oral Product
1161894|enrofloxacin Pill
1161897|entacapone Oral Product
1161898|entacapone Pill
1161899|entecavir Oral Liquid Product
1161900|entecavir Oral Product
1161901|entecavir Pill
1161902|epidermophyton floccosum allergenic extract Injectable Product
1161905|epinastine Ophthalmic Product
1161909|eplerenone Oral Product
1161910|eplerenone Pill
1161911|epoetin beta Injectable Product
1161917|eprinomectin Topical Product
1161918|eprosartan / hydrochlorothiazide Oral Product
1161919|eprosartan / hydrochlorothiazide Pill
1161920|eprosartan Oral Product
1161921|eprosartan Pill
1161925|epsiprantel Oral Product
1161926|epsiprantel Pill
1161927|eptifibatide Injectable Product
1161929|erdosteine Oral Product
1161930|erdosteine Pill
1161933|isoniazid Injectable Product
1161934|isoniazid Oral Liquid Product
1161935|isoniazid Oral Product
1161936|isoniazid Pill
1161938|isopropyl unoprostone Ophthalmic Product
1161945|ixabepilone Injectable Product
1161948|jute fiber allergenic extract Injectable Product
1161949|kapok tree fiber allergenic extract Injectable Product
1161950|karaya gum allergenic extract Injectable Product
1161958|kidney bean allergenic extract Injectable Product
1161960|krill oil Oral Product
1161961|krill oil Pill
1161963|lacidipine Oral Product
1161964|lacidipine Pill
1161965|lacosamide Injectable Product
1161967|perennial rye grass pollen extract Injectable Product
1161968|periciazine Oral Liquid Product
1161969|periciazine Oral Product
1161970|periciazine Pill
1161974|phendimetrazine Oral Product
1161975|phendimetrazine Pill
1161984|phenol / zinc oxide Topical Product
1161986|phenol Dental Product
1161988|phenol Injectable Product
1161989|phenol Medicated Pad or Tape
1161990|phenol Mucosal Product
1161991|phenol Oral Liquid Product
1161992|phenol Oral Product
1161993|phenol Topical Product
1161996|phenothrin Topical Product
1162030|ecothiopate Ophthalmic Product
1162031|econazole / hydrocortisone Topical Product
1162032|econazole / triamcinolone Topical Product
1162035|folic acid / polysaccharide iron complex / vitamin B12 Oral Product
1162036|folic acid / polysaccharide iron complex / vitamin B12 Pill
1162042|folic acid / vitamin B12 / vitamin B6 Oral Product
1162043|folic acid / vitamin B12 / vitamin B6 Pill
1162046|folic acid / vitamin B12 Oral Product
1162047|folic acid / vitamin B12 Pill
1162048|folic acid / heme iron polypeptide / polysaccharide iron complex / vitamin B12 Oral Product
1162049|folic acid / heme iron polypeptide / polysaccharide iron complex / vitamin B12 Pill
1162050|folic acid / pyridoxine / vitamin B12 Oral Product
1162051|folic acid / pyridoxine / vitamin B12 Pill
1162056|folic acid Injectable Product
1162057|folic acid Oral Liquid Product
1162058|folic acid Oral Product
1162059|folic acid Pill
1162060|follicle stimulating hormone / luteinizing hormone Injectable Product
1162061|follitropin alfa Injectable Product
1162071|formaldehyde Topical Product
1162073|foscarnet Injectable Product
1162074|fosfomycin Injectable Product
1162082|thyroid (USP) Oral Product
1162083|thyroid (USP) Pill
1162089|tiagabine Oral Product
1162090|tiagabine Pill
1162091|tianeptine Oral Product
1162093|tibolone Oral Product
1162094|tibolone Pill
1162095|tigecycline Injectable Product
1162096|tilmicosin Injectable Product
1162097|tiludronic acid Oral Product
1162098|tiludronic acid Pill
1162099|tinzaparin Injectable Product
1162104|tioconazole Topical Product
1162105|tioconazole Vaginal Product
1162106|tiopronin Oral Product
1162107|tiopronin Pill
1162108|tiotropium Inhalant Product
1162109|tipranavir Oral Liquid Product
1162110|tipranavir Oral Product
1162111|tipranavir Pill
1162116|tirofiban Injectable Product
1162117|hydralazine Pill
1162122|hydrochlorothiazide / labetalol Oral Product
1162123|hydrochlorothiazide / labetalol Pill
1162124|hydrochlorothiazide / lisinopril Oral Product
1162125|hydrochlorothiazide / lisinopril Pill
1162126|hydrochlorothiazide / losartan Oral Product
1162127|hydrochlorothiazide / losartan Pill
1162130|hydrochlorothiazide / methyldopa Oral Product
1162131|hydrochlorothiazide / methyldopa Pill
1162132|hydrochlorothiazide / metoprolol Oral Product
1162133|hydrochlorothiazide / metoprolol Pill
1162138|hydrochlorothiazide / propranolol Oral Product
1162139|hydrochlorothiazide / propranolol Pill
1162142|hydrochlorothiazide / reserpine Oral Product
1162143|hydrochlorothiazide / reserpine Pill
1162146|hydrochlorothiazide / spironolactone Oral Product
1162147|hydrochlorothiazide / spironolactone Pill
1162148|hydrochlorothiazide / timolol Oral Product
1162149|hydrochlorothiazide / timolol Pill
1162152|hydrochlorothiazide / triamterene Oral Product
1162153|hydrochlorothiazide / triamterene Pill
1162156|hydrochlorothiazide / irbesartan Oral Product
1162157|hydrochlorothiazide / irbesartan Pill
1162164|lactate / salicylic acid Topical Product
1162165|lactate / urea Topical Product
1162168|lactate / pramoxine Topical Product
1162169|lactate / resorcinol / salicylic acid Topical Product
1162170|lactate Injectable Product
1162173|lactate Topical Product
1162180|Bacillus coagulans / Lactobacillus acidophilus Pill
1162182|Bacillus coagulans / Lactobacillus acidophilus Oral Product
1162186|Lactobacillus acidophilus / pectin Oral Product
1162187|Lactobacillus acidophilus / pectin Pill
1162188|Lactobacillus acidophilus Oral Liquid Product
1162189|Lactobacillus acidophilus Oral Product
1162190|Lactobacillus acidophilus Pill
1162198|lactose Oral Product
1162199|lactose Pill
1162200|lactulose Oral Liquid Product
1162201|lactulose Oral Product
1162202|methazolamide Pill
1162205|methenamine / salicylic acid Oral Product
1162206|methenamine / salicylic acid Pill
1162207|methenamine / sodium phosphate, monobasic Oral Product
1162208|methenamine / sodium phosphate, monobasic Pill
1162212|methenamine / sodium phosphate Oral Product
1162213|methenamine / sodium phosphate Pill
1162214|methenamine Oral Liquid Product
1162215|methenamine Oral Product
1162216|methenamine Pill
1162223|methimazole Oral Product
1162224|methimazole Pill
1162227|methionine Oral Product
1162228|methionine Pill
1162230|methocarbamol Injectable Product
1162231|methocarbamol Oral Product
1162232|methocarbamol Pill
1162233|methohexital Injectable Product
1162235|methotrexate Injectable Product
1162236|methotrexate Oral Product
1162237|methotrexate Pill
1162238|methotrimeprazine Injectable Product
1162240|methotrimeprazine Oral Product
1162241|methotrimeprazine Pill
1162242|methoxamine Injectable Product
1162244|methoxsalen Injectable Product
1162245|oxygen Inhalant Product
1162246|oxymetazoline Inhalant Product
1162247|oxymetazoline Nasal Product
1162248|oxymetazoline Ophthalmic Product
1162249|oxymetholone Oral Product
1162250|oxymetholone Pill
1162252|oxymorphone Oral Product
1162253|oxymorphone Pill
1162261|dodecyl sulfate / oxyquinoline Vaginal Product
1162270|oxyquinoline Topical Product
1162271|oxytetracycline / phenazopyridine / sulfamethizole Oral Product
1162272|oxytetracycline / phenazopyridine / sulfamethizole Pill
1162273|oxytetracycline / polymyxin B Ophthalmic Product
1162277|oxytetracycline Injectable Product
1162279|prochlorperazine Oral Liquid Product
1162280|prochlorperazine Oral Product
1162281|prochlorperazine Pill
1162282|prochlorperazine Rectal Product
1162283|procyclidine Injectable Product
1162284|procyclidine Oral Liquid Product
1162285|procyclidine Oral Product
1162286|procyclidine Pill
1162288|progesterone Injectable Product
1162289|progesterone Oral Product
1162290|progesterone Pill
1162292|progesterone Topical Product
1162293|progesterone Vaginal Product
1162298|proguanil Oral Product
1162299|proguanil Pill
1162302|promazine Injectable Product
1162303|promazine Oral Liquid Product
1162304|promazine Oral Product
1162305|promazine Pill
1162310|promethazine Injectable Product
1162311|promethazine Oral Liquid Product
1162312|promethazine Oral Product
1162313|promethazine Pill
1162314|promethazine Rectal Product
1162317|propafenone Oral Product
1162318|propafenone Pill
1162320|propantheline Oral Product
1162321|propantheline Pill
1162323|propofol Injectable Product
1162324|propolis Oral Product
1162325|sucrose Ophthalmic Product
1162326|sucrose Oral Liquid Product
1162327|sucrose Oral Product
1162329|sufentanil Injectable Product
1162330|sulfacetamide / sulfur Medicated Pad or Tape
1162333|sulfacetamide / sulfur Topical Product
1162335|sulfacetamide Medicated Pad or Tape
1162336|sulfacetamide Ophthalmic Product
1162338|sulfacetamide Topical Product
1162342|sulfadiazine / trimethoprim Oral Liquid Product
1162343|sulfadiazine / trimethoprim Oral Product
1162348|sulfadiazine Injectable Product
1162349|sulfadiazine Oral Product
1162350|sulfadiazine Pill
1162351|sulfadimethoxine Oral Liquid Product
1162352|sulfadimethoxine Oral Product
1162353|sulfadimethoxine Pill
1162354|sulfaguanidine Oral Product
1162355|sulfaguanidine Pill
1162359|sulfalene Oral Product
1162360|sulfalene Pill
1162365|witch hazel Ophthalmic Product
1162366|witch hazel Rectal Product
1162368|witch hazel Topical Product
1162375|xipamide Oral Product
1162376|xipamide Pill
1162377|xylazine Injectable Product
1162379|xylitol Oral Product
1162391|yellow fever virus strain 17D-204 live antigen Injectable Product
1162394|yohimbine Oral Liquid Product
1162395|yohimbine Oral Product
1162396|yohimbine Pill
1162404|zinc citrate Oral Product
1162405|zinc citrate Pill
1162410|black cottonwood pollen extract Injectable Product
1162411|black currant oil / vitamin E Oral Product
1162412|black currant oil / vitamin E Pill
1162413|black currant oil Oral Product
1162414|black currant oil Pill
1162415|black imported fire ant allergenic extract / red imported fire ant allergenic extract Injectable Product
1162416|black imported fire ant allergenic extract Injectable Product
1162417|black locust pollen extract Injectable Product
1162418|black oak pollen extract Injectable Product
1162419|black olive allergenic extract Injectable Product
1162420|black pepper allergenic extract Injectable Product
1162421|black walnut allergenic extract Injectable Product
1162422|black walnut pollen extract Injectable Product
1162423|black willow pollen extract Injectable Product
1162427|Eucalyptus globulus pollen extract Injectable Product
1162443|borage oil Oral Product
1162444|borage oil Pill
1162451|chlorophyllin copper complex Pill
1162452|chlorophyllin copper complex Topical Product
1162453|chloroprocaine Injectable Product
1162459|chloroxine Topical Product
1162463|chloroxylenol / hydrocortisone / pramoxine Otic Product
1162464|chloroxylenol / hydrocortisone / pramoxine Topical Product
1162468|chloroxylenol / lidocaine Topical Product
1162472|chloroxylenol / undecylenate Topical Product
1162475|chloroxylenol / pramoxine / zinc acetate Otic Product
1162476|chloroxylenol / pramoxine Otic Product
1162478|chloroxylenol Medicated Pad or Tape
1162480|chloroxylenol Topical Product
1162500|ergoloid mesylates, USP Oral Product
1162501|ergoloid mesylates, USP Pill
1162502|eribulin Injectable Product
1162503|erlotinib Oral Product
1162504|erlotinib Pill
1162505|ertapenem Injectable Product
1162506|esmolol Injectable Product
1162514|estropipate Oral Product
1162515|estropipate Pill
1162516|estropipate Vaginal Product
1162525|ethanolamine oleate Injectable Product
1162528|lacosamide Oral Liquid Product
1162529|lacosamide Oral Product
1162530|lacosamide Pill
1162531|lactitol Oral Product
1162533|lamb allergenic extract Injectable Product
1162534|lambs quarters pollen extract Injectable Product
1162535|lamotrigine Oral Product
1162536|lamotrigine Pill
1162540|lanreotide Injectable Product
1162543|lansoprazole Injectable Product
1162545|lansoprazole Oral Product
1162546|lansoprazole Pill
1162547|lanthanum carbonate Oral Product
1162548|lanthanum carbonate Pill
1162549|lapatinib Oral Product
1162550|lapatinib Pill
1162554|latanoprost / timolol Ophthalmic Product
1162555|latanoprost Ophthalmic Product
1162566|leflunomide Oral Product
1162567|leflunomide Pill
1162568|lemon allergenic extract Injectable Product
1162569|lenalidomide Oral Product
1162570|lenalidomide Pill
1162571|lenograstim Injectable Product
1162572|lens scale pollen extract Injectable Product
1162577|phenylbutyrate Oral Product
1162578|phenylbutyrate Pill
1162593|pholcodine Oral Liquid Product
1162594|pholcodine Oral Product
1162597|Phoma exigua var. exigua allergenic extract Injectable Product
1162614|pimobendan Oral Product
1162615|pimobendan Pill
1162621|pineapple allergenic extract Injectable Product
1162622|econazole Ophthalmic Product
1162623|econazole Topical Product
1162625|edetic acid Injectable Product
1162626|edetic acid Ophthalmic Product
1162631|edrophonium Injectable Product
1162632|eflornithine Injectable Product
1162633|eflornithine Topical Product
1162647|enalapril / felodipine Oral Product
1162649|enalapril / hydrochlorothiazide Oral Product
1162650|enalapril / hydrochlorothiazide Pill
1162651|enalapril Injectable Product
1162652|enalapril Oral Product
1162653|enalapril Pill
1162654|enalaprilat Injectable Product
1162655|encainide Oral Product
1162656|encainide Pill
1162657|enflurane Inhalant Product
1162658|English plantain pollen extract Injectable Product
1162660|English walnut allergenic extract Injectable Product
1162661|English walnut pollen extract Injectable Product
1162662|enoxacin Oral Product
1162663|enoxacin Pill
1162664|enoxaparin Injectable Product
1162672|fosfomycin Oral Product
1162674|fosinopril / hydrochlorothiazide Oral Product
1162675|fosinopril / hydrochlorothiazide Pill
1162676|fosinopril Oral Product
1162677|fosinopril Pill
1162681|framycetin Ophthalmic Product
1162685|framycetin Topical Product
1162686|Frangula preparation / karaya gum Oral Product
1162687|Fremont cottonwood pollen extract Injectable Product
1162688|fructose / glucose / phosphoric acid Oral Liquid Product
1162689|fructose / glucose / phosphoric acid Oral Product
1162691|fructose / glucose / sodium citrate Oral Product
1162692|fructose / glucose / sodium citrate Pill
1162693|fructose Injectable Product
1162699|furazolidone Oral Product
1162708|furosemide / spironolactone Oral Product
1162709|furosemide / spironolactone Pill
1162710|furosemide / triamterene Oral Product
1162711|furosemide / triamterene Pill
1162712|furosemide Injectable Product
1162713|furosemide Oral Liquid Product
1162714|furosemide Oral Product
1162715|furosemide Pill
1162719|Haematonectria haematococca allergenic extract Injectable Product
1162724|tizanidine Oral Product
1162725|tizanidine Pill
1162726|tobacco leaf allergenic extract Injectable Product
1162727|toceranib Oral Product
1162728|toceranib Pill
1162729|tocilizumab Injectable Product
1162730|tocophersolan Oral Liquid Product
1162731|tocophersolan Oral Product
1162734|tolcapone Oral Product
1162735|tolcapone Pill
1162738|tolfenamic acid Oral Product
1162739|tolfenamic acid Pill
1162744|tolterodine Oral Product
1162745|tolterodine Pill
1162746|tolvaptan Oral Product
1162747|tolvaptan Pill
1162748|tomato allergenic extract Injectable Product
1162749|topiramate Oral Product
1162750|topiramate Pill
1162751|torsemide Injectable Product
1162752|torsemide Oral Product
1162753|torsemide Pill
1162756|trandolapril / verapamil Oral Product
1162757|trandolapril / verapamil Pill
1162758|trandolapril Oral Product
1162759|trandolapril Pill
1162762|trastuzumab Injectable Product
1162763|travoprost Ophthalmic Product
1162764|tree of heaven pollen extract Injectable Product
1162765|treosulfan Injectable Product
1162766|treosulfan Oral Product
1162767|treosulfan Pill
1162770|triazulenone Oral Product
1162775|hydrochlorothiazide / moexipril Oral Product
1162776|hydrochlorothiazide / moexipril Pill
1162777|hydrochlorothiazide / olmesartan Oral Product
1162778|hydrochlorothiazide / olmesartan Pill
1162779|hydrochlorothiazide / quinapril Oral Product
1162780|hydrochlorothiazide / quinapril Pill
1162781|hydrochlorothiazide / telmisartan Oral Product
1162782|hydrochlorothiazide / telmisartan Pill
1162783|hydrochlorothiazide / valsartan Oral Product
1162784|hydrochlorothiazide / valsartan Pill
1162786|hydrochlorothiazide Oral Product
1162787|hydrochlorothiazide Pill
1162788|hydrocodone / ibuprofen Oral Product
1162789|hydrocodone / ibuprofen Pill
1162801|hydrocodone / pseudoephedrine Oral Product
1162802|hydrocodone / pseudoephedrine Pill
1162810|lamivudine / nevirapine / stavudine Oral Product
1162811|lamivudine / nevirapine / stavudine Pill
1162812|lamivudine / nevirapine / zidovudine Oral Product
1162813|lamivudine / nevirapine / zidovudine Pill
1162814|lamivudine / stavudine Oral Product
1162815|lamivudine / stavudine Pill
1162816|lamivudine / zidovudine Oral Product
1162817|lamivudine / zidovudine Pill
1162818|lamivudine Oral Liquid Product
1162819|lamivudine Oral Product
1162820|lamivudine Pill
1162823|lanolin / mineral oil Topical Product
1162824|lanolin / petrolatum / zinc oxide Topical Product
1162825|lanolin / petrolatum Topical Product
1162828|lanolin / zinc oxide Topical Product
1162829|lanolin Topical Product
1162830|laronidase Injectable Product
1162831|Latrodectus mactans antivenin Injectable Product
1162833|lauromacrogols / urea Topical Product
1162838|lecithin Oral Liquid Product
1162839|lecithin Oral Product
1162841|lecithin Pill
1162848|leucovorin Injectable Product
1162850|leucovorin Oral Product
1162851|methoxsalen Oral Product
1162852|methoxsalen Pill
1162853|methoxsalen Topical Product
1162854|methoxy polyethylene glycol-epoetin beta Injectable Product
1162855|methoxyflurane Inhalant Product
1162856|methoxyflurane Nasal Product
1162859|methscopolamine / pseudoephedrine Oral Product
1162860|methscopolamine / pseudoephedrine Pill
1162861|methscopolamine Oral Product
1162862|methscopolamine Pill
1162865|methyclothiazide / reserpine Oral Product
1162866|methyclothiazide / reserpine Pill
1162869|methyclothiazide Oral Product
1162870|methyclothiazide Pill
1162871|methylcellulose Ophthalmic Product
1162872|methylcellulose Oral Liquid Product
1162873|methylcellulose Oral Product
1162874|methylcellulose Pill
1162876|methyldopa Oral Product
1162877|methyldopa Pill
1162878|methyldopate Injectable Product
1162880|methylene blue Injectable Product
1162882|methylene blue Oral Product
1162883|methylene blue Pill
1162884|methylene blue Topical Product
1162885|methylergonovine Injectable Product
1162887|methylergonovine Oral Product
1162888|methylergonovine Pill
1162889|methylmethacrylate Topical Product
1162890|methylphenidate Oral Liquid Product
1162891|oxytetracycline Oral Product
1162892|oxytetracycline Pill
1162893|oxytetracycline Topical Product
1162896|oxytocin Injectable Product
1162910|dicalcium phosphate / vitamin B12 Oral Product
1162911|dicalcium phosphate / vitamin B12 Pill
1162918|polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate Oral Product
1162920|polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride Oral Product
1162922|polyethylene glycol 3350 Oral Product
1162929|propolis Pill
1162932|propoxyphene Oral Product
1162933|propoxyphene Pill
1162934|propranolol Injectable Product
1162935|propranolol Oral Liquid Product
1162936|propranolol Oral Product
1162937|propranolol Pill
1162939|propylene glycol Ophthalmic Product
1162940|propylene glycol Oral Liquid Product
1162941|propylene glycol Oral Product
1162944|propylthiouracil Oral Product
1162945|propylthiouracil Pill
1162948|protamine sulfate (USP) Injectable Product
1162956|prothionamide Oral Product
1162957|prothionamide Pill
1162958|protriptyline Oral Product
1162959|protriptyline Pill
1162963|prussian blue insoluble Oral Product
1162964|prussian blue insoluble Pill
1162970|pseudoephedrine / terfenadine Oral Product
1162971|pseudoephedrine / terfenadine Pill
1162974|pseudoephedrine / triprolidine Oral Liquid Product
1162977|sulfamethazine Oral Product
1162978|sulfamethazine Pill
1162979|sulfamethizole Oral Product
1162980|sulfamethizole Pill
1162981|sulfamethoxazole / trimethoprim Injectable Product
1162982|sulfamethoxazole / trimethoprim Oral Liquid Product
1162983|sulfamethoxazole / trimethoprim Oral Product
1162984|sulfamethoxazole / trimethoprim Pill
1162986|sulfamethoxazole Oral Product
1162987|sulfamethoxazole Pill
1162993|sulfanilamide Vaginal Product
1162996|sulfasalazine Oral Liquid Product
1162997|sulfasalazine Oral Product
1162998|sulfasalazine Pill
1162999|sulfasalazine Rectal Product
1163000|sulfinpyrazone Oral Product
1163001|sulfinpyrazone Pill
1163004|sulfisoxazole Ophthalmic Product
1163005|sulfisoxazole Oral Liquid Product
1163006|sulfisoxazole Oral Product
1163007|sulfisoxazole Pill
1163017|sulfur Topical Product
1163018|sulindac Oral Product
1163019|sulindac Pill
1163021|sulpiride Oral Liquid Product
1163022|sulpiride Oral Product
1163023|zalcitabine Oral Product
1163024|zalcitabine Pill
1163025|zanamivir Inhalant Product
1163026|zidovudine Injectable Product
1163027|zidovudine Oral Liquid Product
1163028|zidovudine Oral Product
1163029|zidovudine Pill
1163030|zinc acetate Oral Product
1163031|zinc acetate Pill
1163032|zinc acetate Topical Product
1163033|zinc gluconate Oral Product
1163034|zinc gluconate Pill
1163038|zinc oxide Paste Product
1163040|zinc oxide Rectal Product
1163041|zinc oxide Topical Product
1163042|zinc sulfate Injectable Product
1163043|zinc sulfate Ophthalmic Product
1163045|zinc sulfate Oral Product
1163046|zinc sulfate Pill
1163051|zinc-DTPA Injectable Product
1163052|zuclopenthixol Injectable Product
1163054|zuclopenthixol Oral Product
1163055|zuclopenthixol Pill
1163058|abacavir / lamivudine / zidovudine Oral Product
1163059|abacavir / lamivudine / zidovudine Pill
1163060|abacavir / lamivudine Oral Product
1163061|abacavir / lamivudine Pill
1163062|abacavir Oral Liquid Product
1163063|abacavir Oral Product
1163064|abacavir Pill
1163066|abatacept Injectable Product
1163067|abciximab Injectable Product
1163070|boric acid Ophthalmic Product
1163071|boric acid Otic Product
1163072|boric acid Topical Product
1163075|bortezomib Injectable Product
1163076|bosentan Oral Product
1163077|bosentan Pill
1163078|bottlebrush pollen extract Injectable Product
1163083|box elder maple pollen extract / hard maple pollen extract / red maple pollen extract Injectable Product
1163084|box elder maple pollen extract Injectable Product
1163085|brazil nut allergenic extract Injectable Product
1163086|Rhizopus stolonifer allergenic extract Injectable Product
1163087|brentuximab vedotin Injectable Product
1163088|bretylium Injectable Product
1163089|brilliant green / gentian violet / proflavine Medicated Pad or Tape
1163090|brilliant green / gentian violet / proflavine Topical Product
1163093|brimonidine / timolol Ophthalmic Product
1163094|brimonidine Ophthalmic Product
1163095|brinzolamide Ophthalmic Product
1163098|broccoli allergenic extract Injectable Product
1163102|bromfenac Ophthalmic Product
1163105|bromodiphenhydramine / codeine Oral Liquid Product
1163106|bromodiphenhydramine / codeine Oral Product
1163112|chromic chloride / copper sulfate / manganese sulfate / zinc sulfate Injectable Product
1163115|chromic chloride Injectable Product
1163118|chromium nicotinic acid complex Oral Product
1163119|chromium nicotinic acid complex Pill
1163125|chromous chloride / copper sulfate / manganese chloride / zinc chloride Injectable Product
1163128|ciclesonide Inhalant Product
1163131|ciclopirox Topical Product
1163137|cilostazol Oral Product
1163138|cilostazol Pill
1163139|cinacalcet Oral Product
1163140|cinacalcet Pill
1163147|cinnamon allergenic extract Injectable Product
1163149|ciprofibrate Oral Product
1163150|ciprofibrate Pill
1163172|ethynodiol Oral Product
1163173|ethynodiol Pill
1163180|etofenamate Topical Product
1163183|etofylline / theophylline Injectable Product
1163185|etofylline / theophylline Oral Product
1163187|etoricoxib Oral Product
1163188|etoricoxib Pill
1163191|lercanidipine Oral Product
1163192|lercanidipine Pill
1163195|letrozole Oral Product
1163196|letrozole Pill
1163197|lettuce allergenic extract Injectable Product
1163203|levocabastine Ophthalmic Product
1163204|levocetirizine Oral Liquid Product
1163205|levocetirizine Oral Product
1163206|levocetirizine Pill
1163207|levoleucovorin Injectable Product
1163212|lima bean allergenic extract Injectable Product
1163216|linden pollen extract Injectable Product
1163217|linezolid Injectable Product
1163218|linezolid Oral Liquid Product
1163219|linezolid Oral Product
1163220|linezolid Pill
1163221|linoleate / omega-3 acid ethyl esters (USP) / vitamin E Oral Product
1163222|linoleate / omega-3 acid ethyl esters (USP) / vitamin E Pill
1163227|linoleate Oral Product
1163228|linoleate Pill
1163230|liraglutide Injectable Product
1163231|pioglitazone Oral Product
1163232|pioglitazone Pill
1163246|piperazine Oral Liquid Product
1163247|piperazine Oral Product
1163253|pipothiazine Injectable Product
1163261|pirbuterol Inhalant Product
1163273|pistachio nut allergenic extract Injectable Product
1163274|pitavastatin Oral Product
1163284|ephedrine / guaifenesin Oral Product
1163285|ephedrine / guaifenesin Pill
1163303|ephedrine / theophylline Oral Product
1163304|ephedrine / theophylline Pill
1163311|ephedrine Inhalant Product
1163312|ephedrine Injectable Product
1163313|ephedrine Nasal Product
1163314|ephedrine Oral Liquid Product
1163315|ephedrine Oral Product
1163317|fusidate / hydrocortisone Topical Product
1163320|fusidate Oral Liquid Product
1163321|fusidate Oral Product
1163322|fusidate Pill
1163323|fusidate Topical Product
1163328|ginger root Oral Product
1163329|ginger root Pill
1163353|galantamine Oral Liquid Product
1163354|galantamine Oral Product
1163355|galantamine Pill
1163356|gallamine Injectable Product
1163360|tricalcium phosphate Oral Product
1163361|tricalcium phosphate Pill
1163362|trichloroacetaldehyde Oral Liquid Product
1163363|trichloroacetaldehyde Oral Product
1163364|trichloroacetaldehyde Pill
1163365|trichloroacetaldehyde Rectal Product
1163369|triclofos Oral Liquid Product
1163370|triclofos Oral Product
1163375|trilostane Oral Product
1163376|trilostane Pill
1163377|trimethobenzamide Injectable Product
1163378|trimethobenzamide Oral Product
1163379|trimethobenzamide Pill
1163380|trimethobenzamide Rectal Product
1163387|trofosfamide Oral Product
1163388|trofosfamide Pill
1163389|troglitazone Oral Product
1163390|troglitazone Pill
1163392|trolamine salicylate Topical Product
1163397|tropisetron Injectable Product
1163398|tropisetron Oral Product
1163399|tropisetron Pill
1163401|trovafloxacin Oral Product
1163402|trovafloxacin Pill
1163405|hydrocodone Oral Product
1163406|hydrocodone Pill
1163409|hydrocortisone / iodoquinol Topical Product
1163411|hydrocortisone / ketoconazole Topical Product
1163416|hydrocortisone / lidocaine Rectal Product
1163417|hydrocortisone / lidocaine Topical Product
1163419|hydrocortisone / miconazole Topical Product
1163422|hydrocortisone / neomycin / polymyxin B Ophthalmic Product
1163423|hydrocortisone / neomycin / polymyxin B Otic Product
1163424|hydrocortisone / neomycin / polymyxin B Topical Product
1163425|hydrocortisone / neomycin Ophthalmic Product
1163426|hydrocortisone / neomycin Otic Product
1163427|hydrocortisone / neomycin Topical Product
1163429|hydrocortisone / oxytetracycline Ophthalmic Product
1163430|hydrocortisone / oxytetracycline Topical Product
1163432|hydrocortisone / polymyxin B Otic Product
1163433|hydrocortisone / salicylic acid / sulfur Topical Product
1163441|leucovorin Pill
1163443|leuprolide Injectable Product
1163444|levalbuterol Inhalant Product
1163447|levamisole Oral Product
1163448|levamisole Pill
1163449|levetiracetam Injectable Product
1163450|levetiracetam Oral Liquid Product
1163451|levetiracetam Oral Product
